name,slug,industry,sector,hq_city,hq_state,size,score,certified_date,bcorp_profile_url
"KeHE Distributors, LLC",kehe,Food products,Wholesale/Retail,Naperville,Illinois,1000+,109.1,2015-11-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/kehe/
King Arthur Baking Company,king-arthur-baking-company,Food products,Manufacturing,,,250-999,116.4,2007-05-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/king-arthur-baking-company/
Kuli Kuli Foods,kuli-kuli,Food products,Wholesale/Retail,San Francisco,California,1-9,111.1,2014-05-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/kuli-kuli/
LOVE CORN,love-corn,Food products,Wholesale/Retail,Ho-Ho-Kus,New Jersey,10-49,83.2,2026-06-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/love-corn/
"Lactalis US Yogurt, Inc. d/b/a Stonyfield Farm, Inc.",stonyfield-farm,Food products,Manufacturing,Londonderry,New Hampshire,250-999,97.3,2016-12-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/stonyfield-farm/
Larry's Beans Inc,larrys-coffee,Food products,Manufacturing,Raleigh,North Carolina,10-49,113.9,2011-03-06,https://www.bcorporation.net/en-us/find-a-b-corp/company/larrys-coffee/
Last Mile Cafe,last-mile-cafe,Food products,Manufacturing,Grand Rapids,Michigan,1-9,95.4,2023-04-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/last-mile-cafe/
Lotus Foods,lotus-foods,Food products,Wholesale/Retail,Richmond,California,10-49,105.3,2012-02-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/lotus-foods/
"Love Grown, Inc.",love-grown,Food products,Wholesale/Retail,New York,New York,10-49,105.2,2022-09-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/love-grown/
Lovebiotics LLC d/b/a The Coconut Cult,lovebiotics-llc,Food products,Manufacturing,,,10-49,95.9,2023-08-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/lovebiotics-llc/
Luke's Lobster,lukes-lobster,Food products,Manufacturing,Saco,Maine,50-249,101.4,2018-01-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/lukes-lobster/
"MRO MaryRuth, LLC",mro-mary-ruth-llc,Food products,Wholesale/Retail,Los Angeles,California,50-249,81.6,2023-07-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/mro-mary-ruth-llc/
Masienda,masienda,Food products,Wholesale/Retail,Los Angeles,California,10-49,103.7,2025-09-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/masienda/
Maud Borup Inc.,maud-borup-inc,Food products,Manufacturing,Plymouth,Minnesota,250-999,84.3,2022-06-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/maud-borup-inc/
NadaMoo!,nada-moo,Food products,Wholesale/Retail,Austin,Texas,10-49,94.9,2018-09-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/nada-moo/
Narrative Food,out-of-the-box-collective,Food products,Wholesale/Retail,Deer Isle,Maine,0,113.8,2013-12-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/out-of-the-box-collective/
Navitas Organics,navitas-organics,Food products,Wholesale/Retail,Novato,California,10-49,113.2,2016-07-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/navitas-organics/
Needed PBC,needed-pbc,Food products,Wholesale/Retail,Los Angeles,California,10-49,87.3,2022-04-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/needed-pbc/
Nepal Tea Collective,nepal-tea-collective,Food products,Wholesale/Retail,Long Island City,New York,10-49,114.3,2025-05-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/nepal-tea-collective/
Nestlé Health Science US,nestle-health-science-us,Food products,Manufacturing,Bridgewater,New Jersey,1000+,89.1,2022-11-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/nestle-health-science-us/
"New Chapter, Inc",new-chapter-inc,Food products,Manufacturing,Brattleboro,Vermont,50-249,104.7,2014-02-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/new-chapter-inc/
New Seasons Market,new-seasons-market,Food products,Wholesale/Retail,Portland,Oregon,1000+,81.7,2013-03-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/new-seasons-market/
OLLY PBC,olly,Food products,Wholesale/Retail,San Francisco,California,50-249,97.1,2017-12-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/olly/
ORGANIC INDIA USA,organic-india-usa,Food products,Wholesale/Retail,Boulder,Colorado,10-49,125.8,2015-08-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/organic-india-usa/
Once Upon a Farm PBC,once-upon-a-farm-llc,Food products,Wholesale/Retail,Berkeley,California,50-249,102.2,2017-11-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/once-upon-a-farm-llc/
One Mighty Mill,one-mighty-mill,Food products,Manufacturing,Lynn,Massachusetts,10-49,85.8,2020-10-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/one-mighty-mill/
Oregon Ice Cream,oregon-ice-cream,Food products,Manufacturing,Eugene,Oregon,50-249,89.9,2025-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/oregon-ice-cream/
Orgain,orgain,Food products,Wholesale/Retail,Irvine,California,50-249,90.4,2022-12-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/orgain/
"Partake Foods, Inc.",partake-foods-inc,Food products,Wholesale/Retail,New York,New York,10-49,87.1,2022-12-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/partake-foods-inc/
Pathmore Food Group d/b/a Inked Bread Co.,pathmore-food-group,Food products,Wholesale/Retail,Petaluma,California,10-49,83.8,2022-10-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/pathmore-food-group/
Petaluma,petaluma,Food products,Wholesale/Retail,Oakland,California,0,104.4,2022-03-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/petaluma/
"Pete and Gerry's Organics, LLC",pete-gerrys-organics-llc,Food products,Manufacturing,Salem,New Hampshire,250-999,90.4,2013-05-06,https://www.bcorporation.net/en-us/find-a-b-corp/company/pete-gerrys-organics-llc/
Pitaya Foods,pitaya-plus,Food products,Wholesale/Retail,San Diego,California,10-49,80.3,2017-09-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/pitaya-plus/
Popzup Popcorn,popzup-popcorn,Food products,Manufacturing,Somersworth,New Hampshire,1-9,86.1,2026-02-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/popzup-popcorn/
Pure Synergy,pure-synergy,Food products,Manufacturing,Moab,Utah,50-249,111.3,2021-07-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/pure-synergy/
Purely Elizabeth LLC,purely-elizabeth,Food products,Wholesale/Retail,,,10-49,93.1,2015-02-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/purely-elizabeth/
Purity Coffee,purity-coffee,Food products,Wholesale/Retail,Greenville,South Carolina,10-49,107.2,2024-10-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/purity-coffee/
Quinn Foods,quinn-foods-wholesale-track,Food products,Wholesale/Retail,Boulder,Colorado,10-49,83.2,2023-10-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/quinn-foods-wholesale-track/
R. Torre & Company,torani,Food products,Manufacturing,San Leandro,California,250-999,89.6,2019-01-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/torani/
Revolution Foods,revolution-foods,Food products,Manufacturing,Commerce,California,250-999,98.1,2011-03-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/revolution-foods/
Rhino Foods,rhino-foods,Food products,Manufacturing,,,50-249,90.1,2013-08-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/rhino-foods/
RidgeCrest Herbals,ridge-crest-herbals,Food products,Wholesale/Retail,Salt Lake City,Utah,10-49,80.3,2023-08-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/ridge-crest-herbals/
"Ripple Foods, PBC",ripple-foods-pbc,Food products,Wholesale/Retail,Berkeley,California,50-249,106.9,2016-09-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/ripple-foods-pbc/
Rubicon Bakers,rubicon-bakers,Food products,Manufacturing,Richmond,California,250-999,82.1,2012-04-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/rubicon-bakers/
Scratch and Peck Feeds,scratch-and-peck-feeds,Food products,Manufacturing,Burlington,Washington,10-49,85.9,2017-03-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/scratch-and-peck-feeds/
Sea to Table,sea-to-table,Food products,Wholesale/Retail,Kingston,New York,1-9,100.8,2012-08-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/sea-to-table/
Sencha Naturals,sencha-naturals,Food products,Manufacturing,Los Angeles,California,10-49,81.6,2012-05-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/sencha-naturals/
Seven Sundays,seven-sundays,Food products,Wholesale/Retail,Minneapolis,Minnesota,1-9,95.5,2019-08-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/seven-sundays/
Shine Pet Food Co,martys-meals-inc,Food products,Manufacturing,SANTA FE,New Mexico,10-49,101.5,2022-11-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/martys-meals-inc/
Simek's,simeks,Food products,Wholesale/Retail,Saint Paul Park,Minnesota,1-9,86.5,2022-11-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/simeks/
SoFine Food dba Dress It Up Dressing,sofine-food,Food products,Wholesale/Retail,Bethesda,Maryland,1-9,94.6,2016-10-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/sofine-food/
Stumptown Coffee Roasters,stumptown-coffee-roasters,Food products,Manufacturing,Portland,Oregon,50-249,104.9,2018-06-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/stumptown-coffee-roasters/
Sweet Life Baking LLC dba Feed Your Soul,feed-your-soul-llc,Food products,Wholesale/Retail,Longboat Key,Florida,1-9,98,2022-10-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/feed-your-soul-llc/
Sweet Origins,sweet-origins,Food products,Wholesale/Retail,New York,New York,0,82.5,2020-08-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/sweet-origins/
TCHO Chocolate,t-c-h-o-ventures-inc,Food products,Manufacturing,Berkeley,California,10-49,103.5,2021-09-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/t-c-h-o-ventures-inc/
Tatemada LLC,siembra-y-cosecha-llc,Food products,Manufacturing,Wesalco,Texas,10-49,102.7,2022-05-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/siembra-y-cosecha-llc/
The FruitGuys,the-fruit-guys,Food products,Wholesale/Retail,San Bruno,California,50-249,87.9,2019-08-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-fruit-guys/
The GFB,the-gfb,Food products,Manufacturing,Grand Rapids,Michigan,10-49,80.5,2015-10-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-gfb/
The Honest Bison,the-honest-bison,Food products,Wholesale/Retail,Camas,Washington,1-9,109.6,2023-04-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-honest-bison/
Thread Coffee Roasters,thread-coffee-roasters,Food products,Manufacturing,Baltimore,Maryland,1-9,100.7,2021-01-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/thread-coffee-roasters/
Thrive Market,thrive-market,Food products,Wholesale/Retail,Los Angeles,California,250-999,112.2,2020-10-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/thrive-market/
Tillamook County Creamery Association,tillamook-county-creamery-association,Food products,Manufacturing,Tillamook,Oregon,1000+,94.1,2020-10-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/tillamook-county-creamery-association/
Tribe Organics,triibe-inc,Food products,Wholesale/Retail,New York,New York,1-9,81.7,2024-02-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/triibe-inc/
True Grace,true-grace,Food products,Wholesale/Retail,Pewaukee,Wisconsin,1-9,90.5,2023-03-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/true-grace/
Urban Remedy,urban-remedy,Food products,Manufacturing,,,50-249,82,2018-02-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/urban-remedy/
Vermont Creamery,vermont-creamery,Food products,Manufacturing,Websterville,Vermont,50-249,89.8,2014-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/vermont-creamery/
Vital Proteins LLC,vital-proteins-llc,Food products,Wholesale/Retail,Chicago,Illinois,250-999,80.6,2022-11-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/vital-proteins-llc/
Walden Local Meat,walden-local-meat,Food products,Wholesale/Retail,Tewksbury,Massachusetts,50-249,82.8,2017-04-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/walden-local-meat/
ZEGO LLC,zego,Food products,Manufacturing,San Francisco,California,1-9,87.9,2017-07-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/zego/
fitppl,fitppl,Food products,Wholesale/Retail,Austin,Texas,0,80.9,2017-04-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/fitppl/
Carnegie Fabrics LLC,carnegie-fabrics-llc,Furniture,Wholesale/Retail,Rockville Centre,New York,50-249,92.7,2014-02-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/carnegie-fabrics-llc/
Doorman,doorman,Furniture,Manufacturing,New Orleans,Louisiana,1-9,86.4,2026-01-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/doorman/
Freeform,business-interiors-of-idaho,Furniture,Wholesale/Retail,Boise,Idaho,10-49,98.6,2022-09-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/business-interiors-of-idaho/
Grain,grain,Furniture,Manufacturing,Bainbridge Island,Washington,1-9,81.5,2022-01-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/grain/
Hightower Group LLC,hightower,Furniture,Manufacturing,High Point,North Carolina,50-249,86.4,2023-05-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/hightower/
Hugo & Hoby LLC,hugo-hoby,Furniture,Wholesale/Retail,New Haven,Connecticut,1-9,108.3,2020-08-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/hugo-hoby/
Humanscale Corporation,humanscale-corporation,Furniture,Manufacturing,New York,New York,250-999,87.9,2024-03-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/humanscale-corporation/
Ikaria Design Co.,ikaria-design-company-llc,Furniture,Manufacturing,Columbia,Missouri,1-9,80,2024-01-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/ikaria-design-company-llc/
Kase Custom,kase-custom,Furniture,Manufacturing,Mesa,Arizona,1-9,80.5,2023-04-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/kase-custom/
MIO Culture / FutureTogether,mio,Furniture,Wholesale/Retail,Surfside,Florida,1-9,90.8,2014-12-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/mio/
Room & Board,room-board,Furniture,Wholesale/Retail,Minneapolis,Minnesota,250-999,112.7,2023-10-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/room-board/
Sabai Design,sabai-design,Furniture,Wholesale/Retail,New York,New York,10-49,83.8,2022-04-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/sabai-design/
"Savvy Rest, Inc.",savvy-rest-inc,Furniture,Manufacturing,Charlottesville,Virginia,10-49,80.1,2013-03-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/savvy-rest-inc/
The Joinery,the-joinery,Furniture,Manufacturing,Portland,Oregon,10-49,85.9,2010-08-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-joinery/
Yellow Leaf Hammocks,yellow-leaf-hammocks,Furniture,Wholesale/Retail,Venice,California,1-9,144.7,2011-05-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/yellow-leaf-hammocks/
ZZ Driggs,zz-driggs,Furniture,Wholesale/Retail,Brooklyn,New York,1-9,100.4,2021-11-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/zz-driggs/
The Radio Flyer Company,radio-flyer-inc,Games & toys,Wholesale/Retail,Chicago,Illinois,50-249,101.1,2022-08-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/radio-flyer-inc/
Blending For Good,blending-for-good,General retail via Internet,Wholesale/Retail,Minneapolis,Minnesota,0,86.1,2026-07-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/blending-for-good/
EcoPlum,ecoplum,General retail via Internet,Wholesale/Retail,New York,New York,1-9,86.4,2022-01-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/ecoplum/
Ethos Santa Cruz,ethos-santa-cruz,General retail via Internet,Wholesale/Retail,Capitola,California,1-9,80.5,2022-03-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/ethos-santa-cruz/
Here I Am,here-i-am-box,General retail via Internet,Wholesale/Retail,Long Beach,California,0,83.7,2024-01-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/here-i-am-box/
LOOM Imports,loom-imports,General retail via Internet,Wholesale/Retail,Weaverville,North Carolina,0,106.4,2023-08-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/loom-imports/
Nuliv Science Usa Inc.,nuliv-science-usa-inc,General retail via Internet,Wholesale/Retail,Brea,California,10-49,81.5,2022-09-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/nuliv-science-usa-inc/
Prota Fiori Public Benefit Corporation,prota-fiori-public-benefit-corporation,General retail via Internet,Wholesale/Retail,New York,New York,0,97,2022-03-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/prota-fiori-public-benefit-corporation/
Thread Talk,thread-talk,General retail via Internet,Wholesale/Retail,Charlotte,North Carolina,0,131.1,2019-04-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/thread-talk/
Uncommon Goods,uncommongoods,General retail via Internet,Wholesale/Retail,Brooklyn,New York,50-249,95,2007-05-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/uncommongoods/
PLENTY Mercantile,plenty-mercantile,General stores,Wholesale/Retail,Oklahoma City,Oklahoma,10-49,83,2023-04-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/plenty-mercantile/
Project Hive Pet Company,project-hive-pet-company,General stores,Wholesale/Retail,Minneapolis,Minnesota,1-9,90.6,2022-12-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/project-hive-pet-company/
4ocean PBC,4ocean-pbc,Jewelry & related articles,Wholesale/Retail,Boca Raton,Florida,10-49,80.1,2020-08-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/4ocean-pbc/
Dogeared,dogeared,Jewelry & related articles,Wholesale/Retail,Malibu,California,1-9,94.5,2011-08-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/dogeared/
Le Chic Miami LLC,le-chic-miami-llc,Jewelry & related articles,Manufacturing,San Antonio,Texas,1-9,94.9,2025-10-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/le-chic-miami-llc/
MiaDonna & Company,mia-donna-company,Jewelry & related articles,Wholesale/Retail,Portland,Oregon,10-49,83.3,2019-09-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/mia-donna-company/
Monica Rich Kosann,monica-rich-kosann,Jewelry & related articles,Wholesale/Retail,Norwalk,Connecticut,10-49,81.4,2020-07-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/monica-rich-kosann/
Nabs and Babs,nabs-and-babs,Jewelry & related articles,Wholesale/Retail,New York,New York,0,105.6,2024-09-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/nabs-and-babs/
Noonday Holdings LLC,noonday-collection,Jewelry & related articles,Wholesale/Retail,Austin,Texas,10-49,99.8,2016-11-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/noonday-collection/
Pura Vida Bracelets,pura-vida-bracelets,Jewelry & related articles,Wholesale/Retail,La Jolla,California,50-249,82.7,2022-02-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/pura-vida-bracelets/
Raven + Lily,raven-lily,Jewelry & related articles,Wholesale/Retail,La Grange,Texas,1-9,118.9,2014-08-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/raven-lily/
Tabayer,tabayer,Jewelry & related articles,Wholesale/Retail,New York,New York,1-9,96.5,2025-12-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/tabayer/
MODHER,modher,Leather & related products,Wholesale/Retail,Redwood city,California,0,87.1,2021-03-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/modher/
Purse and Clutch,purse-and-clutch,Leather & related products,Wholesale/Retail,,,0,96.9,2023-05-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/purse-and-clutch/
Sapahn,sapahn,Leather & related products,Wholesale/Retail,Lincoln,Nebraska,1-9,82,2023-12-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/sapahn/
THE SAK BRAND GROUP,the-sak-brand-group,Leather & related products,Wholesale/Retail,Spring Lake,New Jersey,50-249,103.1,2022-01-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-sak-brand-group/
Avocado Green Brands,avocado-green-brands,Other manufacturing,Manufacturing,Hoboken,New Jersey,250-999,113.9,2024-05-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/avocado-green-brands/
BEE'S WRAP,bees-wrap,Other manufacturing,Manufacturing,Middlebury,Vermont,10-49,96,2019-04-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/bees-wrap/
Chroma Technology Corp,chroma-technology-corp,Other manufacturing,Manufacturing,Bellows Falls,Vermont,50-249,97.2,2013-05-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/chroma-technology-corp/
Coast of Maine Organic Products Inc.,coast-of-maine-organic-products-inc,Other manufacturing,Manufacturing,Portland,Maine,50-249,85.4,2026-07-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/coast-of-maine-organic-products-inc/
East Fork Pottery LLC,east-fork-pottery-l-l-c,Other manufacturing,Manufacturing,Asheville,North Carolina,50-249,80.7,2021-05-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/east-fork-pottery-l-l-c/
"FACT Design, LLC",fact-design-llc,Other manufacturing,Manufacturing,Sweetwater,Tennessee,1-9,84.3,2026-03-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/fact-design-llc/
Fireclay Tile,fireclay-tile,Other manufacturing,Manufacturing,Aromas,California,250-999,127.7,2015-01-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/fireclay-tile/
"GroundWork Renewables, Inc",ground-work-renewables-inc,Other manufacturing,Manufacturing,Sand City,California,50-249,81.8,2024-01-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/ground-work-renewables-inc/
"Heath Ceramics, LTD",heath-ceramics-ltd,Other manufacturing,Manufacturing,Sausalito,California,50-249,88.3,2023-01-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/heath-ceramics-ltd/
K9 Ballistics Inc.,k9-ballistics-inc,Other manufacturing,Manufacturing,Camarillo,California,10-49,85.2,2021-01-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/k9-ballistics-inc/
Land Betterment Corp,land-betterment-corp,Other manufacturing,Manufacturing,Fishers,Indiana,10-49,88.5,2023-05-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/land-betterment-corp/
Lunchskins,lunchskins,Other manufacturing,Manufacturing,POTOMAC,Maryland,1-9,101.7,2022-08-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/lunchskins/
"M3 Group, Inc",m3-group-inc,Other manufacturing,Manufacturing,Greensboro,North Carolina,50-249,95.1,2025-06-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/m3-group-inc/
MegaFood,megafood,Other manufacturing,Manufacturing,Manchester,New Hampshire,50-249,115.8,2018-03-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/megafood/
NewAge Industries Inc.,new-age-industries-inc,Other manufacturing,Manufacturing,Southampton,Pennsylvania,250-999,88.2,2020-09-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/new-age-industries-inc/
Nutricia North America,nutricia-north-america,Other manufacturing,Manufacturing,White Plains,New York,50-249,111.6,2020-09-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/nutricia-north-america/
"On-Line Instrument Systems, Inc. (OLIS)",on-line-instrument-systems-inc-olis,Other manufacturing,Manufacturing,Athens,Georgia,10-49,80.7,2024-08-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/on-line-instrument-systems-inc-olis/
Onyx Coffee Lab,anonymous-coffee-roasters-llc,Other manufacturing,Manufacturing,Rogers,Arkansas,50-249,99.1,2025-04-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/anonymous-coffee-roasters-llc/
Perennial Harvest LLC,perennial-harvest-llc,Other manufacturing,Manufacturing,Pagosa Springs,Colorado,10-49,82.2,2026-04-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/perennial-harvest-llc/
Prosperity Candle,prosperity-candle,Other manufacturing,Manufacturing,Easthampton,Massachusetts,1-9,82.7,2014-01-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/prosperity-candle/
SEED - Sustainable Entrepreneurial Ecosystem Development,seed-sustainable-entrepreneurial-ecosystem-development,Other manufacturing,Manufacturing,Altadena,California,1-9,151.9,2023-01-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/seed-sustainable-entrepreneurial-ecosystem-development/
Simply Straws,simply-straws,Other manufacturing,Manufacturing,Vista,California,1-9,99.2,2013-10-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/simply-straws/
Sydney Hale Co.,sydney-hale-co,Other manufacturing,Manufacturing,Richmond,Virginia,1-9,86.6,2020-09-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/sydney-hale-co/
Terminal B Intl LLC,terminal-b-intl-llc,Other manufacturing,Manufacturing,Los Angeles,California,0,84.7,2025-09-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/terminal-b-intl-llc/
The Gem Group Inc (dba Gemline),the-gem-group-inc-dba-gemline,Other manufacturing,Manufacturing,Lawrence,Massachusetts,250-999,80.8,2024-09-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-gem-group-inc-dba-gemline/
"West Paw, LLC",west-paw-inc,Other manufacturing,Manufacturing,Bozeman,Montana,50-249,88,2013-08-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/west-paw-inc/
WishGarden Herbs,wish-garden-herbs,Other manufacturing,Manufacturing,Louisville,Colorado,10-49,86.2,2025-05-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/wish-garden-herbs/
bambu,bambu,Other manufacturing,Manufacturing,Portland,Oregon,1-9,111,2018-01-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/bambu/
brehd,brehd,Other manufacturing,Manufacturing,,,0,113.1,2022-12-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/brehd/
"Blue Earth Compost, Inc.",blue-earth-compost-inc,Other retail sale,Wholesale/Retail,Windsor,Connecticut,10-49,90.4,2022-04-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/blue-earth-compost-inc/
Boma Jewelry,boma-jewelry,Other retail sale,Wholesale/Retail,Seattle,Washington,1-9,107.1,2021-07-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/boma-jewelry/
Chook Chicken,chook-chicken,Other retail sale,Wholesale/Retail,Denver,Colorado,10-49,85.7,2020-06-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/chook-chicken/
ExquisiteCrystals.com LLC,exquisite-crystalscom-llc,Other retail sale,Wholesale/Retail,Vancouver,Washington,1-9,84.3,2023-08-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/exquisite-crystalscom-llc/
Flowers for Dreams,flowers-dreams,Other retail sale,Wholesale/Retail,Chicago,Illinois,50-249,86.7,2016-11-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/flowers-dreams/
Gifts for Good,gifts-for-good,Other retail sale,Wholesale/Retail,Los Angeles,California,10-49,126.9,2020-06-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/gifts-for-good/
