name,slug,industry,sector,hq_city,hq_state,size,score,certified_date,bcorp_profile_url
Trash Panda Disc Golf,trash-panda-disc-golf,Sports goods,Wholesale/Retail,Denver,Colorado,1-9,91.8,2023-08-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/trash-panda-disc-golf/
Weston,weston,Sports goods,Wholesale/Retail,Lakewood,Colorado,10-49,92.4,2023-09-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/weston/
mountainFLOW eco-wax,mountainflow-eco-wax,Sports goods,Wholesale/Retail,Carbondale,Colorado,1-9,105.7,2020-09-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/mountainflow-eco-wax/
ALWRLD Co.,alwrld,Textiles,Wholesale/Retail,Los Angeles,California,0,84.2,2023-07-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/alwrld/
Anji Mountain,anji-mountain,Textiles,Wholesale/Retail,St. Louis,Missouri,10-49,85.5,2022-07-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/anji-mountain/
Ettitude Holdings Inc,ettitude-holdings-inc,Textiles,Wholesale/Retail,Los Angeles,California,10-49,123.3,2022-03-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/ettitude-holdings-inc/
FiveADRIFT LLC,fiveadrift-llc,Textiles,Wholesale/Retail,Needham,Massachusetts,0,112.7,2022-07-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/fiveadrift-llc/
Helpsy Holdings PBC,helpsy,Textiles,Wholesale/Retail,Cherry Hill,New Jersey,50-249,85.4,2018-03-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/helpsy/
JD Staron LLC,jd-staron-llc,Textiles,Wholesale/Retail,Stamford,Connecticut,10-49,81.9,2025-01-06,https://www.bcorporation.net/en-us/find-a-b-corp/company/jd-staron-llc/
Oolie Inc,oolie-inc,Textiles,Wholesale/Retail,Mill Valley,California,0,80.9,2023-04-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/oolie-inc/
"Opportunity Threads, LLC",opportunity-threads-llc,Textiles,Manufacturing,Morganton,North Carolina,10-49,109.6,2023-01-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/opportunity-threads-llc/
Timo & Violet Inc.,timo-violet-inc,Textiles,Wholesale/Retail,Greenwich,Connecticut,0,80.1,2023-12-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/timo-violet-inc/
UmoParis,umo-paris,Textiles,Wholesale/Retail,Los Angeles,California,1-9,90.5,2025-12-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/umo-paris/
